Precinct Code,Contest Title,Candidate Name,Party Code,Votes
415,"Justice, Supreme Court, Place 6",Mark Ash,LIB,32
415,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,4
415,"Justice, Supreme Court, Place 7",Don Fulton,LIB,31
415,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,179
415,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,402
415,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,26
415,"Justice, Supreme Court, Place 8",Phil Johnson,REP,434
415,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,69
415,Lieutenant Governor,Chandrakantha Courtney,GRN,2
415,Lieutenant Governor,Dan Patrick,REP,441
415,Lieutenant Governor,Leticia Van de Putte,DEM,162
415,Lieutenant Governor,Robert D. Butler,LIB,28
415,Railroad Commissioner,Mark A. Miller,LIB,35
415,Railroad Commissioner,Martina Salinas,GRN,8
415,Railroad Commissioner,Ryan Sitton,REP,397
415,Railroad Commissioner,Steve Brown,DEM,179
415,"State Representative, District 20",Jarrod Weaver,LIB,34
415,"State Representative, District 20",Marsha Farney,REP,410
415,"State Representative, District 20",Stephen M. Wyman,DEM,179
415,"State Senator, District 5",Charles Schwertner,REP,436
415,"State Senator, District 5",Joel Shapiro,DEM,172
415,"State Senator, District 5",Matthew Whittington,LIB,26
415,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,102
415,STRAIGHT PARTY,GREEN PARTY,GRN,1
415,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,0
415,STRAIGHT PARTY,REPUBLICAN PARTY,REP,215
415,TX Prop 1,Against (En Contra),NON,213
415,TX Prop 1,For (A Favor),NON,380
415,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,164
415,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,5
415,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,441
415,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,23
415,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
415,"US Representative, District 31",John Carter,REP,444
415,"US Representative, District 31",Louie Minor,DEM,159
415,"US Representative, District 31",Scott J. Ballard,LIB,22
420,Attorney General,Jamar Osborne,GRN,12
420,Attorney General,Jamie Balagia,LIB,55
420,Attorney General,Ken Paxton,REP,589
420,Attorney General,Sam Houston,DEM,307
420,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,314
420,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,630
420,"Chief Justice, Supreme Court",Nathan Hecht,REP,580
420,"Chief Justice, Supreme Court",Tom Oxford,LIB,71
420,"Chief Justice, Supreme Court",William Moody,DEM,304
420,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,64
420,Commissioner of Agriculture,Jim Hogan,DEM,298
420,Commissioner of Agriculture,Kenneth Kendrick,GRN,10
420,Commissioner of Agriculture,Sid Miller,REP,584
420,Commissioner of the General Land Office,George P. Bush,REP,595
420,Commissioner of the General Land Office,John Cook,DEM,293
420,Commissioner of the General Land Office,Justin Knight,LIB,69
420,Commissioner of the General Land Office,Valerie Alessi,GRN,8
420,Comptroller of Public Accounts,Ben Sanders,LIB,66
420,Comptroller of Public Accounts,Deb Shafto,GRN,8
420,Comptroller of Public Accounts,Glenn Hegar,REP,573
420,Comptroller of Public Accounts,Mike Collier,DEM,315
420,"County Commissioner, Precinct No. 4",Rob Frische,LIB,69
420,"County Commissioner, Precinct No. 4",Ron Morrison,REP,589
420,"County Commissioner, Precinct No. 4",Tom Mowdy,DEM,301
420,County Judge,Dan A. Gattis,REP,640
420,County Judge,Michael H. Custer,DEM,314
420,"District Judge, 277th Judicial District",Stacey Mathews,REP,680
420,"District Judge, 368th Judicial District",Rick J. Kennon,REP,667
420,Governor,Brandon Parmer,GRN,7
420,Governor,Greg Abbott,REP,608
420,Governor,Kathie Glass,LIB,35
420,Governor,Wendy R. Davis,DEM,323
420,Governor,WRITE-IN,NON,0
420,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,578
420,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,297
420,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,73
420,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,80
420,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,604
420,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,163
420,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,608
420,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,72
420,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,161
420,"Justice, Supreme Court, Place 6",Jeff Brown,REP,581
420,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,297
420,"Justice, Supreme Court, Place 6",Mark Ash,LIB,75
420,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,11
420,"Justice, Supreme Court, Place 7",Don Fulton,LIB,71
420,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,295
420,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,575
420,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,79
420,"Justice, Supreme Court, Place 8",Phil Johnson,REP,609
420,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,155
420,Lieutenant Governor,Chandrakantha Courtney,GRN,6
420,Lieutenant Governor,Dan Patrick,REP,597
420,Lieutenant Governor,Leticia Van de Putte,DEM,309
420,Lieutenant Governor,Robert D. Butler,LIB,54
420,Lower Brushy Creek WCID Prop 1,Against (En Contra),NON,113
420,Lower Brushy Creek WCID Prop 1,For (A Favor),NON,110
420,Railroad Commissioner,Mark A. Miller,LIB,73
420,Railroad Commissioner,Martina Salinas,GRN,11
420,Railroad Commissioner,Ryan Sitton,REP,570
420,Railroad Commissioner,Steve Brown,DEM,296
420,"State Representative, District 52",Chris Osborn,DEM,299
420,"State Representative, District 52",Irene Johnson,LIB,57
420,"State Representative, District 52",Larry Gonzales,REP,608
420,"State Senator, District 5",Charles Schwertner,REP,604
420,"State Senator, District 5",Joel Shapiro,DEM,301
420,"State Senator, District 5",Matthew Whittington,LIB,54
420,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,156
420,STRAIGHT PARTY,GREEN PARTY,GRN,0
420,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,7
420,STRAIGHT PARTY,REPUBLICAN PARTY,REP,342
420,TX Prop 1,Against (En Contra),NON,289
420,TX Prop 1,For (A Favor),NON,654
420,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,282
420,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,7
420,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,615
420,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,59
420,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
420,"US Representative, District 31",John Carter,REP,616
420,"US Representative, District 31",Louie Minor,DEM,286
420,"US Representative, District 31",Scott J. Ballard,LIB,54
423,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,378
423,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,427
423,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,333
423,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,476
423,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,448
423,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,347
423,Attorney General,Jamar Osborne,GRN,14
423,Attorney General,Jamie Balagia,LIB,58
423,Attorney General,Ken Paxton,REP,395
423,Attorney General,Sam Houston,DEM,395
423,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,414
423,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,426
423,"Chief Justice, Supreme Court",Nathan Hecht,REP,410
423,"Chief Justice, Supreme Court",Tom Oxford,LIB,44
423,"Chief Justice, Supreme Court",William Moody,DEM,400
423,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,53
423,Commissioner of Agriculture,Jim Hogan,DEM,373
423,Commissioner of Agriculture,Kenneth Kendrick,GRN,28
423,Commissioner of Agriculture,Sid Miller,REP,393
423,Commissioner of the General Land Office,George P. Bush,REP,405
423,Commissioner of the General Land Office,John Cook,DEM,382
423,Commissioner of the General Land Office,Justin Knight,LIB,49
423,Commissioner of the General Land Office,Valerie Alessi,GRN,21
423,Comptroller of Public Accounts,Ben Sanders,LIB,54
423,Comptroller of Public Accounts,Deb Shafto,GRN,21
423,Comptroller of Public Accounts,Glenn Hegar,REP,383
423,Comptroller of Public Accounts,Mike Collier,DEM,391
423,"County Commissioner, Precinct No. 4",Rob Frische,LIB,52
423,"County Commissioner, Precinct No. 4",Ron Morrison,REP,417
423,"County Commissioner, Precinct No. 4",Tom Mowdy,DEM,383
423,County Judge,Dan A. Gattis,REP,449
423,County Judge,Michael H. Custer,DEM,396
423,"District Judge, 277th Judicial District",Stacey Mathews,REP,485
423,"District Judge, 368th Judicial District",Rick J. Kennon,REP,463
423,Governor,Brandon Parmer,GRN,5
423,Governor,Greg Abbott,REP,421
423,Governor,Kathie Glass,LIB,22
423,Governor,Wendy R. Davis,DEM,423
423,Governor,WRITE-IN,NON,1
423,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,391
423,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,401
423,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,54
423,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,129
423,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,432
423,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,167
423,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,438
423,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,113
423,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,174
423,"Justice, Supreme Court, Place 6",Jeff Brown,REP,407
423,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,391
423,"Justice, Supreme Court, Place 6",Mark Ash,LIB,51
423,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,10
423,"Justice, Supreme Court, Place 7",Don Fulton,LIB,48
423,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,393
423,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,402
423,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,128
423,"Justice, Supreme Court, Place 8",Phil Johnson,REP,436
423,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,157
423,Lieutenant Governor,Chandrakantha Courtney,GRN,17
423,Lieutenant Governor,Dan Patrick,REP,412
423,Lieutenant Governor,Leticia Van de Putte,DEM,393
423,Lieutenant Governor,Robert D. Butler,LIB,44
423,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,226
423,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,226
423,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,198
423,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,310
423,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,105
423,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,111
423,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,107
423,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,36
423,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,49
423,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,11
423,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,173
423,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,335
423,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,125
423,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,164
423,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,201
423,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,271
423,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,197
423,Railroad Commissioner,Mark A. Miller,LIB,52
423,Railroad Commissioner,Martina Salinas,GRN,34
423,Railroad Commissioner,Ryan Sitton,REP,377
423,Railroad Commissioner,Steve Brown,DEM,381
423,"State Representative, District 52",Chris Osborn,DEM,397
423,"State Representative, District 52",Irene Johnson,LIB,53
423,"State Representative, District 52",Larry Gonzales,REP,403
423,"State Senator, District 5",Charles Schwertner,REP,401
423,"State Senator, District 5",Joel Shapiro,DEM,399
423,"State Senator, District 5",Matthew Whittington,LIB,48
423,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,208
423,STRAIGHT PARTY,GREEN PARTY,GRN,2
423,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,5
423,STRAIGHT PARTY,REPUBLICAN PARTY,REP,252
423,TX Prop 1,Against (En Contra),NON,261
423,TX Prop 1,For (A Favor),NON,566
423,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,371
423,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,15
423,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,429
423,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,46
423,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
423,"US Representative, District 31",John Carter,REP,434
423,"US Representative, District 31",Louie Minor,DEM,372
423,"US Representative, District 31",Scott J. Ballard,LIB,41
424,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,895
424,ACC Prop 1 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,862
424,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,815
424,ACC Prop 2 AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,949
424,ACC Prop AUSTIN COMMUNITY COLLEGE,Against (En Contra),NON,1028
424,ACC Prop AUSTIN COMMUNITY COLLEGE,For (A Favor),NON,709
424,Attorney General,Jamar Osborne,GRN,11
424,Attorney General,Jamie Balagia,LIB,83
424,Attorney General,Ken Paxton,REP,1347
424,Attorney General,Sam Houston,DEM,723
424,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,706
424,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,1414
424,"Chief Justice, Supreme Court",Nathan Hecht,REP,1356
424,"Chief Justice, Supreme Court",Tom Oxford,LIB,99
424,"Chief Justice, Supreme Court",William Moody,DEM,677
424,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,91
424,Commissioner of Agriculture,Jim Hogan,DEM,665
424,Commissioner of Agriculture,Kenneth Kendrick,GRN,36
424,Commissioner of Agriculture,Sid Miller,REP,1338
424,Commissioner of the General Land Office,George P. Bush,REP,1393
424,Commissioner of the General Land Office,John Cook,DEM,641
424,Commissioner of the General Land Office,Justin Knight,LIB,91
424,Commissioner of the General Land Office,Valerie Alessi,GRN,24
424,Comptroller of Public Accounts,Ben Sanders,LIB,91
424,Comptroller of Public Accounts,Deb Shafto,GRN,19
424,Comptroller of Public Accounts,Glenn Hegar,REP,1357
424,Comptroller of Public Accounts,Mike Collier,DEM,679
424,"County Commissioner, Precinct No. 4",Rob Frische,LIB,91
424,"County Commissioner, Precinct No. 4",Ron Morrison,REP,1391
424,"County Commissioner, Precinct No. 4",Tom Mowdy,DEM,652
424,County Judge,Dan A. Gattis,REP,1447
424,County Judge,Michael H. Custer,DEM,679
424,"District Judge, 277th Judicial District",Stacey Mathews,REP,1512
424,"District Judge, 368th Judicial District",Rick J. Kennon,REP,1481
424,Governor,Brandon Parmer,GRN,6
424,Governor,Greg Abbott,REP,1378
424,Governor,Kathie Glass,LIB,36
424,Governor,Wendy R. Davis,DEM,754
424,Governor,WRITE-IN,NON,1
424,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,1349
424,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,658
424,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,112
424,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,219
424,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,1427
424,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,276
424,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,1453
424,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,179
424,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,277
424,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1372
424,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,653
424,"Justice, Supreme Court, Place 6",Mark Ash,LIB,102
424,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,16
424,"Justice, Supreme Court, Place 7",Don Fulton,LIB,95
424,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,681
424,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,1338
424,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,192
424,"Justice, Supreme Court, Place 8",Phil Johnson,REP,1452
424,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,268
424,Lieutenant Governor,Chandrakantha Courtney,GRN,13
424,Lieutenant Governor,Dan Patrick,REP,1355
424,Lieutenant Governor,Leticia Van de Putte,DEM,724
424,Lieutenant Governor,Robert D. Butler,LIB,72
424,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Mark J. Williams,NON,504
424,Place 1 ACC Trustee AUSTIN COMMUNITY COLLEGE,Tim Mahoney,NON,440
424,"Place 1, Round Rock ISD Board of Trustee",Claudio Cruz,NON,442
424,"Place 1, Round Rock ISD Board of Trustee",Nikki Gonzales,NON,690
424,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Bob Allen,NON,220
424,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Gigi Edwards Bryant,NON,203
424,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jade Chang Sheppard,NON,201
424,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Jonathan Mathers,NON,80
424,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Michael J. Lewis,NON,135
424,Place 2 ACC Trustee AUSTIN COMMUNITY COLLEGE,Robb J. Misso,NON,52
424,"Place 3, Round Rock ISD Board of Trustee",Bryan Black,NON,533
424,"Place 3, Round Rock ISD Board of Trustee",Diane Cox,NON,685
424,"Place 5, Round Rock ISD Board of Trustee",Allen McKee,NON,395
424,"Place 5, Round Rock ISD Board of Trustee",Paul K. Emerson,NON,397
424,"Place 5, Round Rock ISD Board of Trustee",Suzi David,NON,341
424,"Place 6, Round Rock ISD Board of Trustee",Paul J. Tisch,NON,639
424,"Place 6, Round Rock ISD Board of Trustee",Tony A. Pitts,NON,416
424,Railroad Commissioner,Mark A. Miller,LIB,108
424,Railroad Commissioner,Martina Salinas,GRN,31
424,Railroad Commissioner,Ryan Sitton,REP,1345
424,Railroad Commissioner,Steve Brown,DEM,651
424,"State Representative, District 52",Chris Osborn,DEM,658
424,"State Representative, District 52",Irene Johnson,LIB,95
424,"State Representative, District 52",Larry Gonzales,REP,1394
424,"State Senator, District 5",Charles Schwertner,REP,1356
424,"State Senator, District 5",Joel Shapiro,DEM,692
424,"State Senator, District 5",Matthew Whittington,LIB,93
424,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,357
424,STRAIGHT PARTY,GREEN PARTY,GRN,1
424,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,21
424,STRAIGHT PARTY,REPUBLICAN PARTY,REP,789
424,TX Prop 1,Against (En Contra),NON,608
424,TX Prop 1,For (A Favor),NON,1444
424,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,642
424,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,11
424,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,1427
424,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,83
424,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,3
424,"US Representative, District 31",John Carter,REP,1418
424,"US Representative, District 31",Louie Minor,DEM,645
424,"US Representative, District 31",Scott J. Ballard,LIB,76
425,Attorney General,Jamar Osborne,GRN,1
425,Attorney General,Jamie Balagia,LIB,6
425,Attorney General,Ken Paxton,REP,108
425,Attorney General,Sam Houston,DEM,53
425,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,56
425,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,111
425,"Chief Justice, Supreme Court",Nathan Hecht,REP,102
425,"Chief Justice, Supreme Court",Tom Oxford,LIB,9
425,"Chief Justice, Supreme Court",William Moody,DEM,59
425,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,7
425,Commissioner of Agriculture,Jim Hogan,DEM,55
425,Commissioner of Agriculture,Kenneth Kendrick,GRN,1
425,Commissioner of Agriculture,Sid Miller,REP,105
425,Commissioner of the General Land Office,George P. Bush,REP,104
425,Commissioner of the General Land Office,John Cook,DEM,58
425,Commissioner of the General Land Office,Justin Knight,LIB,9
425,Commissioner of the General Land Office,Valerie Alessi,GRN,1
425,Comptroller of Public Accounts,Ben Sanders,LIB,8
425,Comptroller of Public Accounts,Deb Shafto,GRN,1
425,Comptroller of Public Accounts,Glenn Hegar,REP,106
425,Comptroller of Public Accounts,Mike Collier,DEM,54
425,"County Commissioner, Precinct No. 4",Rob Frische,LIB,10
425,"County Commissioner, Precinct No. 4",Ron Morrison,REP,95
425,"County Commissioner, Precinct No. 4",Tom Mowdy,DEM,66
425,County Judge,Dan A. Gattis,REP,111
425,County Judge,Michael H. Custer,DEM,60
425,"District Judge, 277th Judicial District",Stacey Mathews,REP,113
425,"District Judge, 368th Judicial District",Rick J. Kennon,REP,108
425,Governor,Brandon Parmer,GRN,0
425,Governor,Greg Abbott,REP,116
425,Governor,Kathie Glass,LIB,4
425,Governor,Wendy R. Davis,DEM,51
425,Governor,WRITE-IN,NON,0
425,"Judge, Court of Criminal Appeals, Pl. 3",Bert Richardson,REP,100
425,"Judge, Court of Criminal Appeals, Pl. 3",John Granberg,DEM,57
425,"Judge, Court of Criminal Appeals, Pl. 3",Mark W. Bennett,LIB,10
425,"Judge, Court of Criminal Appeals, Pl. 4",Judith Sanders-Castro,GRN,9
425,"Judge, Court of Criminal Appeals, Pl. 4",Kevin Patrick Yeary,REP,109
425,"Judge, Court of Criminal Appeals, Pl. 4",Quanah Parker,LIB,20
425,"Judge, Court of Criminal Appeals, Pl. 9",David Newell,REP,111
425,"Judge, Court of Criminal Appeals, Pl. 9",George Joseph Altgelt,GRN,11
425,"Judge, Court of Criminal Appeals, Pl. 9","William Bryan Strange, III",LIB,19
425,"Justice, Supreme Court, Place 6",Jeff Brown,REP,102
425,"Justice, Supreme Court, Place 6",Lawrence Edward Meyers,DEM,56
425,"Justice, Supreme Court, Place 6",Mark Ash,LIB,8
425,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,1
425,"Justice, Supreme Court, Place 7",Don Fulton,LIB,7
425,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,53
425,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,105
425,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,9
425,"Justice, Supreme Court, Place 8",Phil Johnson,REP,109
425,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,21
425,Lieutenant Governor,Chandrakantha Courtney,GRN,1
425,Lieutenant Governor,Dan Patrick,REP,108
425,Lieutenant Governor,Leticia Van de Putte,DEM,58
425,Lieutenant Governor,Robert D. Butler,LIB,6
425,Railroad Commissioner,Mark A. Miller,LIB,7
425,Railroad Commissioner,Martina Salinas,GRN,2
425,Railroad Commissioner,Ryan Sitton,REP,104
425,Railroad Commissioner,Steve Brown,DEM,55
425,"State Representative, District 20",Jarrod Weaver,LIB,8
425,"State Representative, District 20",Marsha Farney,REP,109
425,"State Representative, District 20",Stephen M. Wyman,DEM,53
425,"State Senator, District 5",Charles Schwertner,REP,111
425,"State Senator, District 5",Joel Shapiro,DEM,55
425,"State Senator, District 5",Matthew Whittington,LIB,6
425,STRAIGHT PARTY,DEMOCRATIC PARTY,DEM,33
425,STRAIGHT PARTY,GREEN PARTY,GRN,0
425,STRAIGHT PARTY,LIBERTARIAN PARTY,LIB,0
425,STRAIGHT PARTY,REPUBLICAN PARTY,REP,56
425,TX Prop 1,Against (En Contra),NON,63
425,TX Prop 1,For (A Favor),NON,99
425,United States Senator US REPRESENTATIVE DISTRICT 31,David M. Alameel,DEM,52
425,United States Senator US REPRESENTATIVE DISTRICT 31,"Emily ""Spicybrown"" Sanchez",GRN,1
425,United States Senator US REPRESENTATIVE DISTRICT 31,John Cornyn,REP,113
425,United States Senator US REPRESENTATIVE DISTRICT 31,Rebecca Paddock,LIB,4
425,United States Senator US REPRESENTATIVE DISTRICT 31,WRITE-IN,NON,0
425,"US Representative, District 31",John Carter,REP,115
425,"US Representative, District 31",Louie Minor,DEM,49
425,"US Representative, District 31",Scott J. Ballard,LIB,5
426,Attorney General,Jamar Osborne,GRN,2
426,Attorney General,Jamie Balagia,LIB,24
426,Attorney General,Ken Paxton,REP,244
426,Attorney General,Sam Houston,DEM,133
426,"Chief Justice, 3rd Court of Appeals Dist",Diane Henson,DEM,141
426,"Chief Justice, 3rd Court of Appeals Dist",Jeff Rose,REP,254
426,"Chief Justice, Supreme Court",Nathan Hecht,REP,241
426,"Chief Justice, Supreme Court",Tom Oxford,LIB,23
426,"Chief Justice, Supreme Court",William Moody,DEM,135
426,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,27
426,Commissioner of Agriculture,Jim Hogan,DEM,126
426,Commissioner of Agriculture,Kenneth Kendrick,GRN,5
426,Commissioner of Agriculture,Sid Miller,REP,242
426,Commissioner of the General Land Office,George P. Bush,REP,246
426,Commissioner of the General Land Office,John Cook,DEM,130
426,Commissioner of the General Land Office,Justin Knight,LIB,23
426,Commissioner of the General Land Office,Valerie Alessi,GRN,5
426,Comptroller of Public Accounts,Ben Sanders,LIB,27
426,Comptroller of Public Accounts,Deb Shafto,GRN,2
426,Comptroller of Public Accounts,Glenn Hegar,REP,236
426,Comptroller of Public Accounts,Mike Collier,DEM,135
426,"Council Member, Place 2, City of Pfluger",Brad Marshall,NON,0
426,"Council Member, Place 2, City of Pfluger",Rudy Metayer,NON,0
426,"County Commissioner, Precinct No. 4",Rob Frische,LIB,23
426,"County Commissioner, Precinct No. 4",Ron Morrison,REP,240
426,"County Commissioner, Precinct No. 4",Tom Mowdy,DEM,134
426,County Judge,Dan A. Gattis,REP,263
426,County Judge,Michael H. Custer,DEM,134
426,"District Judge, 277th Judicial District",Stacey Mathews,REP,282
426,"District Judge, 368th Judicial District",Rick J. Kennon,REP,276
426,Governor,Brandon Parmer,GRN,1
426,Governor,Greg Abbott,REP,246
426,Governor,Kathie Glass,LIB,12
426,Governor,Wendy R. Davis,DEM,146
426,Governor,WRITE-IN,NON,0
